date,BTC-USD,SPY
2024-04-09,69139.0156,504.4263
2024-04-10,70587.8828,499.3754
2024-04-11,70060.6094,503.1441
2024-04-12,67195.8672,496.1992
2024-04-13,63821.4727,
2024-04-14,65738.7266,
2024-04-15,63426.2109,489.9828
2024-04-16,63811.8633,489.0891
2024-04-17,61276.6914,486.1945
2024-04-18,63512.7539,485.1941
2024-04-19,63843.5703,480.9592
2024-04-20,64994.4414,
2024-04-21,64926.6445,
2024-04-22,66837.6797,485.3884
2024-04-23,66407.2734,491.1483
2024-04-24,64276.8984,490.9152
2024-04-25,64481.707,489.0503
2024-04-26,63755.3203,493.6835
2024-04-27,63419.1406,
2024-04-28,63113.2305,
2024-04-29,63841.1211,495.4318
2024-04-30,60636.8555,487.5836
2024-05-01,58254.0117,486.0003
2024-05-02,59123.4336,490.5461
2024-05-03,62889.8359,496.6266
2024-05-04,63891.4727,
2024-05-05,64031.1328,
2024-05-06,63161.9492,501.7551
2024-05-07,62334.8164,502.3088
2024-05-08,61187.9414,502.3574
2024-05-09,63049.9609,505.2519
2024-05-10,60792.7773,505.9027
2024-05-11,60793.7109,
2024-05-12,61448.3945,
2024-05-13,62901.4492,505.9706
2024-05-14,61552.7891,508.2921
2024-05-15,66267.4922,514.5863
2024-05-16,65231.582,513.5276
2024-05-17,67051.875,514.2657
2024-05-18,66940.8047,
2024-05-19,66278.3672,
2024-05-20,71448.1953,514.8583
2024-05-21,70136.5312,516.121
2024-05-22,69122.3359,514.6348
2024-05-23,67929.5625,510.8758
2024-05-24,68526.1016,514.2559
2024-05-25,69265.9453,
2024-05-26,68518.0938,
2024-05-27,69394.5547,
2024-05-28,68296.2188,514.6154
2024-05-29,67578.0938,511.0117
2024-05-30,68364.9922,507.6219
2024-05-31,67491.4141,512.2454
2024-06-01,67706.9375,
2024-06-02,67751.6016,
2024-06-03,68804.7812,512.6631
2024-06-04,70567.7656,513.2361
2024-06-05,71082.8203,519.3359
2024-06-06,70757.1641,519.3264
2024-06-07,69342.5859,518.6949
2024-06-08,69305.7734,
2024-06-09,69647.9922,
2024-06-10,69512.2812,520.2977
2024-06-11,67332.0312,521.5507
2024-06-12,68241.1875,525.8342
2024-06-13,66756.3984,526.8929
2024-06-14,66011.0938,527.2134
2024-06-15,66191.0,
2024-06-16,66639.0469,
2024-06-17,66490.2969,531.4094
2024-06-18,65140.7461,532.7597
2024-06-19,64960.2969,
2024-06-20,64828.6562,531.3125
2024-06-21,64096.1992,530.6001
2024-06-22,64252.5781,
2024-06-23,63180.7969,
2024-06-24,60277.4141,528.8753
2024-06-25,61804.6406,530.9119
2024-06-26,60811.2773,531.5746
2024-06-27,61604.8008,532.4125
2024-06-28,60320.1367,530.3174
2024-06-29,60887.3789,
2024-06-30,62678.293,
2024-07-01,62851.9805,531.4089
2024-07-02,62029.0156,534.9851
2024-07-03,60173.9219,537.3726
2024-07-04,56977.7031,
2024-07-05,56662.375,540.4714
2024-07-06,58303.5391,
2024-07-07,55849.1094,
2024-07-08,56705.0977,541.0949
2024-07-09,58009.2266,541.6212
2024-07-10,57742.4961,546.9808
2024-07-11,57344.9141,542.2642
2024-07-12,57899.4648,545.6846
2024-07-13,59231.9531,
2024-07-14,60787.793,
2024-07-15,64870.1523,547.1853
2024-07-16,65097.1484,550.4303
2024-07-17,64118.793,542.7125
2024-07-18,63974.0664,538.5419
2024-07-19,66710.1562,534.9656
2024-07-20,67163.6484,
2024-07-21,68154.5234,
2024-07-22,67585.25,540.4811
2024-07-23,65927.6719,539.6333
2024-07-24,65372.1328,527.4039
2024-07-25,65777.2266,524.656
2024-07-26,67912.0625,530.5319
2024-07-27,67813.3359,
2024-07-28,68255.8672,
2024-07-29,66819.9141,530.8438
2024-07-30,66201.0156,528.1542
2024-07-31,64619.25,536.7392
2024-08-01,65357.5,529.1384
2024-08-02,61415.0664,519.2867
2024-08-03,60680.0938,
2024-08-04,58116.9766,
2024-08-05,53991.457,504.1632
2024-08-06,56034.3164,508.8113
2024-08-07,55027.4609,505.4104
2024-08-08,61710.1367,517.0941
2024-08-09,60880.1133,519.3743
2024-08-10,60945.8125,
2024-08-11,58719.4844,
2024-08-12,59354.5156,519.6473
2024-08-13,60609.5664,528.1931
2024-08-14,58737.2695,529.8596
2024-08-15,57560.0977,538.9414
2024-08-16,58894.1055,540.1497
2024-08-17,59478.9727,
2024-08-18,58483.9648,
2024-08-19,59493.4531,545.3144
2024-08-20,59012.793,544.4276
2024-08-21,61175.1914,546.2985
2024-08-22,60381.9141,542.0109
2024-08-23,64094.3555,547.77
2024-08-24,64178.9922,
2024-08-25,64333.543,
2024-08-26,62880.6602,546.4642
2024-08-27,59504.1328,547.2145
2024-08-28,59027.625,544.0378
2024-08-29,59388.1797,544.0864
2024-08-30,59119.4766,549.2805
2024-08-31,58969.8984,
2024-09-01,57325.4883,
2024-09-02,59112.4805,
2024-09-03,57431.0234,537.9767
2024-09-04,57971.5391,536.8756
2024-09-05,56160.4883,535.5698
2024-09-06,53948.7539,526.5561
2024-09-07,54139.6875,
2024-09-08,54841.5664,
2024-09-09,57019.5352,532.4515
2024-09-10,57648.7109,534.7708
2024-09-11,57343.1719,540.257
2024-09-12,58127.0117,544.8076
2024-09-13,60571.3008,547.653
2024-09-14,60005.1211,
2024-09-15,59182.8359,
2024-09-16,58192.5078,548.4618
2024-09-17,60308.5391,548.6859
2024-09-18,61649.6797,547.0586
2024-09-19,62940.457,556.394
2024-09-20,63192.9766,555.4321
2024-09-21,63394.8398,
2024-09-22,63648.7109,
2024-09-23,63329.8008,556.82
2024-09-24,64301.9688,558.4133
2024-09-25,63143.1445,557.1816
2024-09-26,65181.0195,559.3907
2024-09-27,65790.6641,558.5794
2024-09-28,65887.6484,
2024-09-29,65635.3047,
2024-09-30,63329.5,560.8177
2024-10-01,60837.0078,555.7938
2024-10-02,60632.7852,556.0283
2024-10-03,60759.4023,555.0119
2024-10-04,62067.4766,560.0553
2024-10-05,62089.9492,
2024-10-06,62818.9531,
2024-10-07,62236.6602,554.9923
2024-10-08,62131.9688,560.2411
2024-10-09,60582.1016,564.1216
2024-10-10,60274.5,563.1343
2024-10-11,62445.0898,566.5065
2024-10-12,63193.0234,
2024-10-13,62851.375,
2024-10-14,66046.125,571.1396
2024-10-15,67041.1094,566.702
2024-10-16,67612.7188,569.1652
2024-10-17,67399.8359,569.2141
2024-10-18,68418.7891,571.4036
2024-10-19,68362.7344,
2024-10-20,69001.7031,
2024-10-21,67367.8516,570.4651
2024-10-22,67361.4062,570.1622
2024-10-23,66432.1953,564.9523
2024-10-24,68161.0547,566.1742
2024-10-25,66642.4141,565.9786
2024-10-26,67014.6953,
2024-10-27,67929.2969,
2024-10-28,69907.7578,567.7284
2024-10-29,72720.4922,568.6472
2024-10-30,72339.5391,566.9269
2024-10-31,70215.1875,555.8133
2024-11-01,69482.4688,558.1592
2024-11-02,69289.2734,
2024-11-03,68741.1172,
2024-11-04,67811.5078,556.9568
2024-11-05,69359.5625,563.6914
2024-11-06,75639.0781,577.7079
2024-11-07,75904.8594,582.175
2024-11-08,76545.4766,584.6968
2024-11-09,76778.8672,
2024-11-10,80474.1875,
2024-11-11,88701.4844,585.254
2024-11-12,87955.8125,583.4358
2024-11-13,90584.1641,583.7192
2024-11-14,87250.4297,579.9659
2024-11-15,91066.0078,572.5374
2024-11-16,90558.4766,
2024-11-17,89845.8516,
2024-11-18,90542.6406,574.8832
2024-11-19,92343.7891,576.9847
2024-11-20,94339.4922,577.1802
2024-11-21,98504.7266,580.2786
2024-11-22,98997.6641,582.0772
2024-11-23,97777.2812,
2024-11-24,98013.8203,
2024-11-25,93102.2969,584.0517
2024-11-26,91985.3203,587.1013
2024-11-27,95962.5312,585.3223
2024-11-28,95652.4688,
2024-11-29,97461.5234,588.9584
2024-11-30,96449.0547,
2024-12-01,97279.7891,
2024-12-02,95865.3047,590.0139
2024-12-03,96002.1641,590.2877
2024-12-04,98768.5312,593.9531
2024-12-05,96593.5703,592.9756
2024-12-06,99920.7109,594.0997
2024-12-07,99923.3359,
2024-12-08,101236.0156,
2024-12-09,97432.7188,591.0404
2024-12-10,96675.4297,589.2028
2024-12-11,101173.0312,593.7577
2024-12-12,100043.0,590.6982
2024-12-13,101459.2578,590.581
2024-12-14,101372.9688,
2024-12-15,104298.6953,
2024-12-16,106029.7188,593.1027
2024-12-17,106140.6016,590.6591
2024-12-18,100041.5391,573.0555
2024-12-19,97490.9531,572.8793
2024-12-20,97755.9297,579.7603
2024-12-21,97224.7266,
2024-12-22,95104.9375,
2024-12-23,94686.2422,583.2321
2024-12-24,98676.0938,589.7148
2024-12-25,99299.1953,
2024-12-26,95795.5156,589.754
2024-12-27,94164.8594,583.5459
2024-12-28,95163.9297,
2024-12-29,93530.2266,
2024-12-30,92643.2109,576.8867
2024-12-31,93429.2031,574.7881
2025-01-01,94419.7578,
2025-01-02,96886.875,573.3757
2025-01-03,98107.4297,580.5448
2025-01-04,98236.2266,
2025-01-05,98314.9609,
2025-01-06,102078.0859,583.8892
2025-01-07,96922.7031,577.2889
2025-01-08,95043.5234,578.1323
2025-01-09,92484.0391,
2025-01-10,94701.4531,569.3056
2025-01-11,94566.5938,
2025-01-12,94488.4375,
2025-01-13,94516.5234,570.1884
2025-01-14,96534.0469,570.973
2025-01-15,100504.4922,581.3589
2025-01-16,99756.9062,580.2408
2025-01-17,104462.0391,586.0664
2025-01-18,104408.0703,
2025-01-19,101089.6094,
2025-01-20,102016.6641,
2025-01-21,106146.2656,591.431
2025-01-22,103653.0703,594.7557
2025-01-23,103960.1719,598.0019
2025-01-24,104819.4844,596.2562
2025-01-25,104714.6484,
2025-01-26,102682.5,
2025-01-27,102087.6875,587.8219
2025-01-28,101332.4766,592.8727
2025-01-29,103703.2109,590.2148
2025-01-30,104735.3047,593.3826
2025-01-31,102405.0234,590.2247
2025-02-01,100655.9062,
2025-02-02,97688.9766,
2025-02-03,101405.4219,586.2527
2025-02-04,97871.8203,590.1855
2025-02-05,96615.4453,592.5785
2025-02-06,96593.2969,594.6381
2025-02-07,96529.0859,589.195
2025-02-08,96482.4531,
2025-02-09,96500.0938,
2025-02-10,97437.5547,593.1963
2025-02-11,95747.4297,593.6474
2025-02-12,97885.8594,591.735
2025-02-13,96623.8672,597.9823
2025-02-14,97508.9688,597.9529
2025-02-15,97580.3516,
2025-02-16,96175.0312,
2025-02-17,95773.3828,
2025-02-18,95539.5469,599.7084
2025-02-19,96635.6094,601.1206
2025-02-20,98333.9375,598.6198
2025-02-21,96125.5469,588.3809
2025-02-22,96577.7578,
2025-02-23,96273.9219,
2025-02-24,91418.1719,585.7034
2025-02-25,88736.1719,582.7906
2025-02-26,84347.0234,583.0849
2025-02-27,84704.2266,573.7778
2025-02-28,84373.0078,582.7319
2025-03-01,86031.9141,
2025-03-02,94248.3516,
2025-03-03,86065.6719,572.5225
2025-03-04,87222.1953,565.7457
2025-03-05,90623.5625,571.8261
2025-03-06,89961.7266,561.6756
2025-03-07,86742.6719,564.8237
2025-03-08,86154.5938,
2025-03-09,80601.0391,
2025-03-10,78532.0,549.7792
2025-03-11,82862.2109,545.209
2025-03-12,83722.3594,548.1022
2025-03-13,81066.7031,540.7957
2025-03-14,83969.1016,551.9663
2025-03-15,84343.1094,
2025-03-16,82579.6875,
2025-03-17,84075.6875,556.2227
2025-03-18,82718.5,550.2109
2025-03-19,86854.2266,556.203
2025-03-20,84167.1953,554.5947
2025-03-21,84043.2422,554.7776
2025-03-22,83832.4844,
2025-03-23,86054.375,
2025-03-24,87498.9141,564.7128
2025-03-25,87471.7031,566.0703
2025-03-26,86900.8828,559.3124
2025-03-27,87177.1016,557.8271
2025-03-28,84353.1484,546.5933
2025-03-29,82597.5859,
2025-03-30,82334.5234,
2025-03-31,82548.9141,550.2626
2025-04-01,85169.1719,551.8168
2025-04-02,82485.7109,555.3088
2025-04-03,83102.8281,527.9427
2025-04-04,83843.8047,497.0354
2025-04-05,83504.7969,
2025-04-06,78214.4844,
2025-04-07,79235.3359,496.1501
2025-04-08,76271.9531,488.379
2025-04-09,82573.9531,539.6682
2025-04-10,79626.1406,516.0204
2025-04-11,83404.8359,525.2277
2025-04-12,85287.1094,
2025-04-13,83684.9766,
2025-04-14,84542.3906,530.3232
2025-04-15,83668.9922,528.8378
2025-04-16,84033.8672,517.0829
2025-04-17,84895.75,517.8207
2025-04-18,84450.8047,
2025-04-19,85063.4141,
2025-04-20,85174.3047,
2025-04-21,87518.9062,505.4951
2025-04-22,93441.8906,518.647
2025-04-23,93699.1094,526.6837
2025-04-24,93943.7969,537.7698
2025-04-25,94720.5,541.6553
2025-04-26,94646.9297,
2025-04-27,93754.8438,
2025-04-28,94978.75,541.8619
2025-04-29,94284.7891,545.2753
2025-04-30,94207.3125,545.4917
2025-05-01,96492.3359,549.3575
2025-05-02,96910.0703,557.5122
2025-05-03,95891.7969,
2025-05-04,94315.9766,
2025-05-05,94748.0547,554.3153
2025-05-06,96802.4766,549.6821
2025-05-07,97032.3203,551.9938
2025-05-08,103241.4609,555.84
2025-05-09,102970.8516,555.1318
2025-05-10,104696.3281,
2025-05-11,104106.3594,
2025-05-12,102812.9531,573.4775
2025-05-13,104169.8125,577.2646
2025-05-14,103539.4141,578.0025
2025-05-15,103744.6406,580.8255
2025-05-16,103489.2891,584.5046
2025-05-17,103191.0859,
2025-05-18,106446.0078,
2025-05-19,105606.1797,585.1439
2025-05-20,106791.0859,583.1766
2025-05-21,109678.0781,573.3496
2025-05-22,111673.2812,573.5759
2025-05-23,107287.7969,569.6608
2025-05-24,107791.1562,
2025-05-25,109035.3906,
2025-05-26,109440.3672,
2025-05-27,108994.6406,581.5043
2025-05-28,107802.3281,578.1401
2025-05-29,105641.7578,580.4222
2025-05-30,103998.5703,579.773
2025-05-31,104638.0938,
2025-06-01,105652.1016,
2025-06-02,105881.5312,583.0389
2025-06-03,105432.4688,586.3638
2025-06-04,104731.9844,586.2064
2025-06-05,101575.9531,583.3734
2025-06-06,104390.3438,589.364
2025-06-07,105615.625,
2025-06-08,105793.6484,
2025-06-09,110294.1016,589.8951
2025-06-10,110257.2344,593.2397
2025-06-11,108686.625,591.5477
2025-06-12,105929.0547,593.8987
2025-06-13,106090.9688,587.2589
2025-06-14,105472.4062,
2025-06-15,105552.0234,
2025-06-16,106796.7578,592.8462
2025-06-17,104601.1172,587.7802
2025-06-18,104883.3281,587.6917
2025-06-19,104684.2891,
2025-06-20,103309.6016,586.3115
2025-06-21,102257.4062,
2025-06-22,100987.1406,
2025-06-23,105577.7734,592.1027
2025-06-24,106045.6328,598.6439
2025-06-25,107361.2578,598.9793
2025-06-26,106960.0,603.6656
2025-06-27,107088.4297,606.6648
2025-06-28,107327.7031,
2025-06-29,108385.5703,
2025-06-30,107135.3359,609.5654
2025-07-01,105698.2812,609.3681
2025-07-02,108859.3203,612.1306
2025-07-03,109647.9766,616.955
2025-07-04,108034.3359,
2025-07-05,108231.1797,
2025-07-06,109232.0703,
2025-07-07,108299.8516,612.3574
2025-07-08,108950.2734,612.022
2025-07-09,111326.5547,615.6921
2025-07-10,115987.2031,617.4285
2025-07-11,117516.9922,615.2581
2025-07-12,117435.2266,
2025-07-13,119116.1172,
2025-07-14,119849.7031,616.4321
2025-07-15,117777.1875,613.7979
2025-07-16,118738.5078,615.85
2025-07-17,119289.8438,619.6187
2025-07-18,118003.2266,619.1649
2025-07-19,117939.9766,
2025-07-20,117300.7891,
2025-07-21,117439.5391,620.339
2025-07-22,119995.4141,620.4278
2025-07-23,118754.9609,625.706
2025-07-24,118368.0,625.9133
2025-07-25,117635.8828,628.5573
2025-07-26,117947.3672,
2025-07-27,119448.4922,
2025-07-28,117924.4766,628.3994
2025-07-29,117922.1484,626.742
2025-07-30,117831.1875,625.9527
2025-07-31,115758.2031,623.6046
2025-08-01,113320.0859,613.3834
2025-08-02,112526.9141,
2025-08-03,114217.6719,
2025-08-04,115071.8828,622.7067
2025-08-05,114141.4453,619.5497
2025-08-06,115028.0,624.2952
2025-08-07,117496.8984,623.7723
2025-08-08,116688.7266,628.6362
2025-08-09,116500.3594,
2025-08-10,119306.7578,
2025-08-11,118731.4453,627.3931
2025-08-12,120172.9062,634.0723
2025-08-13,123344.0625,636.2428
2025-08-14,118359.5781,636.302
2025-08-15,117398.3516,634.8123
2025-08-16,117491.3516,
2025-08-17,117453.0625,
2025-08-18,116252.3125,634.6742
2025-08-19,112831.1797,631.231
2025-08-20,114274.7422,629.5538
2025-08-21,112419.0312,627.0281
2025-08-22,116874.0859,636.6572
2025-08-23,115374.3281,
2025-08-24,113458.4297,
2025-08-25,110124.3516,633.8553
2025-08-26,111802.6562,636.5092
2025-08-27,111222.0625,637.9595
2025-08-28,112544.8047,640.2188
2025-08-29,108410.8359,636.4006
2025-08-30,108808.0703,
2025-08-31,108236.7109,
2025-09-01,109250.5938,
2025-09-02,111200.5859,631.6848
2025-09-03,111723.2109,635.1082
2025-09-04,110723.6016,640.4162
2025-09-05,110650.9844,638.5613
2025-09-06,110224.6953,
2025-09-07,111167.6172,
2025-09-08,112071.4297,640.13
2025-09-09,111530.5469,641.6099
2025-09-10,113955.3594,643.4647
2025-09-11,115507.5391,648.812
2025-09-12,116101.5781,648.5949
2025-09-13,115950.5078,
2025-09-14,115407.6562,
2025-09-15,115444.875,652.048
2025-09-16,116843.1875,651.1501
2025-09-17,116468.5078,650.3412
2025-09-18,117137.2031,653.3799
2025-09-19,115688.8594,656.616
2025-09-20,115721.9609,
2025-09-21,115306.0938,
2025-09-22,112748.5078,659.7225
2025-09-23,112014.5,656.1313
2025-09-24,113328.6328,654.0437
2025-09-25,109049.2891,651.0263
2025-09-26,109712.8281,654.7561
2025-09-27,109681.9453,
2025-09-28,112122.6406,
2025-09-29,114400.3828,656.5963
2025-09-30,114056.0859,659.0695
2025-10-01,118648.9297,661.3154
2025-10-02,120681.2578,662.077
2025-10-03,122266.5312,662.0672
2025-10-04,122425.4297,
2025-10-05,123513.4766,
2025-10-06,124752.5312,664.4416
2025-10-07,121451.3828,661.9781
2025-10-08,123354.8672,665.9255
2025-10-09,121705.5859,663.9964
2025-10-10,113214.3672,646.05
2025-10-11,110807.8828,
2025-10-12,115169.7656,
2025-10-13,115271.0781,655.963
2025-10-14,113118.6641,655.1617
2025-10-15,110783.1641,658.0703
2025-10-16,108186.0391,653.5887
2025-10-17,106467.7891,657.2986
2025-10-18,107198.2656,
2025-10-19,108666.7109,
2025-10-20,110588.9297,664.1348
2025-10-21,108476.8906,664.1249
2025-10-22,107688.5859,660.6722
2025-10-23,110069.7266,664.59
2025-10-24,111033.9219,670.0214
2025-10-25,111641.7266,
2025-10-26,114472.4453,
2025-10-27,114119.3281,677.926
2025-10-28,112956.1641,679.7267
2025-10-29,110055.3047,680.0531
2025-10-30,108305.5469,672.5739
2025-10-31,109556.1641,674.78
2025-11-01,110064.0156,
2025-11-02,110639.625,
2025-11-03,106547.5234,676.0464
2025-11-04,101590.5234,668.0328
2025-11-05,103891.8359,670.3478
2025-11-06,101301.2891,663.1554
2025-11-07,103372.4062,663.8084
2025-11-08,102282.1172,
2025-11-09,104719.6406,
2025-11-10,105996.5938,674.1666
2025-11-11,102997.4688,675.71
2025-11-12,101663.1875,676.0859
2025-11-13,99697.4922,664.8669
2025-11-14,94397.7891,664.7582
2025-11-15,95549.1484,
2025-11-16,94177.0781,
2025-11-17,92093.875,658.565
2025-11-18,92948.875,653.0347
2025-11-19,91465.9922,655.5574
2025-11-20,86631.8984,645.5652
2025-11-21,85090.6875,651.9959
2025-11-22,84648.3594,
2025-11-23,86805.0078,
2025-11-24,88270.5625,661.5923
2025-11-25,87341.8906,667.8152
2025-11-26,90518.3672,672.4254
2025-11-27,91285.375,
2025-11-28,90919.2656,676.0958
2025-11-29,90851.7578,
2025-11-30,90394.3125,
2025-12-01,86321.5703,673.0091
2025-12-02,91350.2031,674.2557
2025-12-03,93527.8047,676.5905
2025-12-04,92141.625,677.0852
2025-12-05,89387.7578,678.3712
2025-12-06,89272.375,
2025-12-07,90405.6406,
2025-12-08,90640.2031,676.3333
2025-12-09,92691.7109,675.7495
2025-12-10,92020.9453,680.2313
2025-12-11,92511.3359,681.8141
2025-12-12,90270.4141,674.4832
2025-12-13,90298.7109,
2025-12-14,88175.1797,
2025-12-15,86419.7812,673.4642
2025-12-16,87843.9844,671.6241
2025-12-17,86143.7578,664.2338
2025-12-18,85462.5078,669.2496
2025-12-19,88103.3828,675.3154
2025-12-20,88344.0,
2025-12-21,88621.75,
2025-12-22,88490.0156,679.5225
2025-12-23,87414.0,682.6282
2025-12-24,87611.9609,685.0295
2025-12-25,87234.7422,
2025-12-26,87301.4297,684.96
2025-12-27,87802.1562,
2025-12-28,87835.8359,
2025-12-29,87138.1406,682.519
2025-12-30,88430.1328,681.6855
2025-12-31,87508.8281,676.635
2026-01-01,88731.9844,
2026-01-02,89944.6953,677.8753
2026-01-03,90603.1875,
2026-01-04,91413.4922,
2026-01-05,93882.5547,682.3901
2026-01-06,93729.0312,686.4484
2026-01-07,91308.0547,684.2357
2026-01-08,91027.125,684.1662
2026-01-09,90513.1016,688.6909
2026-01-10,90386.6484,
2026-01-11,90827.4609,
2026-01-12,91192.9922,689.7724
2026-01-13,95321.7812,688.3932
2026-01-14,96929.3281,685.0095
2026-01-15,95551.1875,686.875
2026-01-16,95525.1172,686.2996
2026-01-17,95099.9219,
2026-01-18,93634.4297,
2026-01-19,92553.5938,
2026-01-20,88310.9062,672.3287
2026-01-21,89376.9609,680.0881
2026-01-22,89462.4531,683.6403
2026-01-23,89503.875,683.8883
2026-01-24,89110.7344,
2026-01-25,86572.2188,
2026-01-26,88267.1406,687.3612
2026-01-27,89102.5703,690.0999
2026-01-28,89184.5703,690.0304
2026-01-29,84561.5859,688.6611
2026-01-30,84128.6562,686.6071
2026-01-31,78621.1172,
2026-02-01,76974.4453,
2026-02-02,78688.7656,690.0204
2026-02-03,75633.5469,684.186
2026-02-04,73019.7031,680.8719
2026-02-05,62702.0977,672.3683
2026-02-06,70555.3906,685.2676
2026-02-07,69281.9688,
2026-02-08,70264.7266,
2026-02-09,70120.7812,688.5718
2026-02-10,68793.9609,686.756
2026-02-11,66991.9688,686.5972
2026-02-12,66221.8438,675.9901
2026-02-13,68857.8438,676.4664
2026-02-14,69767.625,
2026-02-15,68788.1875,
2026-02-16,68843.1562,
2026-02-17,67494.2188,677.5578
2026-02-18,66425.3203,680.9711
2026-02-19,66957.5234,679.1751
2026-02-20,68005.4219,684.0868
2026-02-21,68003.7656,
2026-02-22,67659.3906,
2026-02-23,64616.7383,677.1014
2026-02-24,64080.043,682.0229
2026-02-25,67960.125,687.778
2026-02-26,67453.7734,683.9578
2026-02-27,65881.7969,680.6735
2026-02-28,66995.8594,
2026-03-01,65738.1016,
2026-03-02,68775.8516,681.0605
2026-03-03,68293.6484,675.0574
2026-03-04,72710.5781,679.8202
2026-03-05,70841.125,676.0297
2026-03-06,68136.4922,667.169
2026-03-07,67272.5938,
2026-03-08,65969.7812,
2026-03-09,68402.3828,673.0133
2026-03-10,69926.9219,671.9317
2026-03-11,70204.8828,671.0884
2026-03-12,70493.4609,660.8979
2026-03-13,70968.2656,657.1572
2026-03-14,71214.625,
2026-03-15,72789.9141,
2026-03-16,74861.0859,663.8449
2026-03-17,73922.4766,665.5912
2026-03-18,71245.5781,656.3038
2026-03-19,69912.7891,654.6865
2026-03-20,70522.5859,645.301
2026-03-21,68711.5234,
2026-03-22,67845.2109,
2026-03-23,70914.8594,652.0767
2026-03-24,70517.8594,649.8878
2026-03-25,71309.8828,653.5095
2026-03-26,68791.625,641.8386
2026-03-27,66338.375,630.894
2026-03-28,66319.6953,
2026-03-29,65954.9219,
2026-03-30,66691.4453,628.7847
2026-03-31,68233.3125,647.0621
2026-04-01,68078.5547,651.9374
2026-04-02,66888.5703,652.5245
2026-04-03,66931.1016,
2026-04-04,67290.5156,
2026-04-05,68981.8984,
2026-04-06,68859.8281,655.6088
2026-04-07,71940.7031,655.8973
2026-04-08,71123.3594,672.6027
2026-04-09,71767.8281,676.483
2026-04-10,72979.0469,676.0353
2026-04-11,73054.2734,
2026-04-12,70753.4062,
2026-04-13,74484.6406,682.6418
2026-04-14,74181.6094,690.9597
2026-04-15,74805.0781,696.4121
2026-04-16,75152.1328,698.1234
2026-04-17,77126.875,706.5607
2026-04-18,75726.2109,
2026-04-19,73856.3516,
2026-04-20,75872.5234,705.1478
2026-04-21,76352.7734,700.5312
2026-04-22,78203.1016,707.6253
2026-04-23,78268.9531,704.8792
2026-04-24,77455.3125,710.3415
2026-04-25,77612.0156,
2026-04-26,78657.5391,
2026-04-27,77366.625,711.5654
2026-04-28,76350.6719,708.1029
2026-04-29,75776.1328,707.9934
2026-04-30,76304.3203,715.0377
2026-05-01,78179.0,717.0177
2026-05-02,78657.25,
2026-05-03,78538.2266,
2026-05-04,79827.9062,714.391
2026-05-05,80927.0547,720.122
2026-05-06,81427.5312,730.1313
2026-05-07,80009.9922,727.8926
2026-05-08,80186.7656,733.9022
2026-05-09,80664.3672,
2026-05-10,82138.9297,
2026-05-11,81728.2969,735.5737
2026-05-12,80477.4922,734.4594
2026-05-13,79277.1172,738.5685
2026-05-14,81051.25,744.399
2026-05-15,79065.6797,735.4444
2026-05-16,78131.4375,
2026-05-17,77429.3516,
2026-05-18,76954.1719,734.927
2026-05-19,76750.9062,730.0317
2026-05-20,77457.7734,737.5139
2026-05-21,77539.1719,738.9764
2026-05-22,75488.2422,741.8818
2026-05-23,76673.3672,
2026-05-24,76981.125,
2026-05-25,77279.9297,
2026-05-26,75825.7344,746.8068
2026-05-27,74344.7031,746.6774
2026-05-28,73536.5547,750.7966
2026-05-29,73372.5234,752.6671
2026-05-30,73754.8359,
2026-05-31,73579.6875,
2026-06-01,71319.7734,754.7167
2026-06-02,66703.6562,755.7416
2026-06-03,64014.3672,750.4384
2026-06-04,63801.5742,753.274
2026-06-05,60922.668,733.8325
2026-06-06,60867.4141,
2026-06-07,63239.5195,
2026-06-08,63090.5898,735.4941
2026-06-09,61643.7812,733.3351
2026-06-10,61449.2891,721.7736
2026-06-11,63561.0547,734.0415
2026-06-12,63543.1992,738.0114
2026-06-13,64421.3242,
2026-06-14,65710.3984,
2026-06-15,66289.5,751.0255
2026-06-16,65600.6406,746.5482
2026-06-17,64418.4453,737.2253
2026-06-18,62896.4727,744.8903
2026-06-19,63540.8359,
2026-06-20,64239.6758,
2026-06-21,63237.5391,
2026-06-22,63952.1055,742.5461
2026-06-23,62668.0195,731.7629
2026-06-24,60995.1328,731.4237
2026-06-25,59721.6758,732.4811
2026-06-26,60016.4297,727.1843
2026-06-27,59940.0977,
2026-06-28,59532.3398,
2026-06-29,60138.3789,739.1645
2026-06-30,58558.8594,744.9202
2026-07-01,60003.7578,743.9127
2026-07-02,61485.3008,742.9352
2026-07-03,62544.1992,
2026-07-04,63088.3047,
2026-07-05,63547.8828,
2026-07-06,63995.0156,749.4191
2026-07-07,63297.3945,745.8579
2026-07-08,62257.5742,743.5536
2026-07-09,63193.1484,749.848
2026-07-10,64127.1406,753.08
2026-07-11,63802.0273,
2026-07-12,63758.2188,
2026-07-13,62239.1211,747.3143
2026-07-14,64956.1133,749.9677
2026-07-15,64712.375,752.9403
2026-07-16,63789.2812,748.8604
2026-07-17,63899.4609,741.4488
2026-07-18,64796.6016,
2026-07-19,64690.8047,
2026-07-20,65230.0273,740.2518
2026-07-21,66505.125,746.4265
2026-07-22,66100.7969,745.5586
2026-07-23,65044.8125,736.3515
2026-07-24,64098.4961,737.0996
2026-07-25,64311.8125,
2026-07-26,65340.3008,
2026-07-27,63724.8984,737.2593
2026-07-28,63871.3633,739.0248
2026-07-29,63908.168,727.6531
